roadtype,loadkg,axles,climate,temperature,avg_speed,tire_age,wear_level,optimal_psi,failure_flag
highway,15810,2,rainy,36,84,0.36,low,108.66,0
mountain,17555,3,dry,13,78,3.89,high,102.94,1
highway,20269,3,cold,17,69,0.3,low,104.91,0
urban,20646,2,dry,38,79,1.44,low,114.54,0
highway,12699,4,dry,29,50,2.53,high,93.37,1
highway,18256,3,dry,31,82,0.77,medium,103.96,0
mountain,14931,3,dry,32,79,2.36,medium,103.08,0
highway,22452,3,cold,15,89,2.18,medium,107.5,0
mountain,14605,4,dry,10,75,1.11,medium,99.28,0
urban,20995,4,dry,23,67,1.43,high,99.15,0
highway,18893,2,rainy,27,78,2.62,medium,112.14,1
highway,11567,2,dry,11,55,1.36,low,101.82,0
urban,17745,3,cold,26,42,2.72,high,99.86,1
highway,18824,3,dry,6,69,2.58,low,103.54,0
highway,16121,3,rainy,31,81,2.74,high,100.14,1
urban,15258,3,dry,9,80,3.39,medium,101.05,0
highway,23805,4,cold,12,56,3.69,low,102.3,0
urban,23964,3,rainy,14,59,3.15,low,107.54,0
mountain,10592,2,cold,5,75,3.84,low,103.32,0
mountain,14457,4,dry,39,71,3.75,low,99.46,0
mountain,18193,2,dry,30,44,3.99,low,111.95,0
mountain,21417,4,rainy,30,40,2.08,low,102.44,0
mountain,12413,3,rainy,25,40,2.02,high,97.32,0
mountain,24480,2,rainy,13,70,0.3,medium,120.59,1
mountain,24924,2,rainy,18,78,1.85,low,121.54,0
mountain,22711,4,cold,22,57,0.4,low,103.8,0
mountain,22487,4,dry,39,72,1.44,low,104.52,0
highway,19762,2,dry,14,48,3.18,high,109.83,1
highway,23019,2,rainy,6,65,2.5,low,116.46,0
highway,10148,2,dry,34,63,0.37,medium,100.72,0
urban,25767,4,cold,39,81,2.21,low,104.93,0
urban,10448,2,dry,10,74,3.43,medium,101.17,0
urban,13093,3,dry,14,49,2.04,low,98.08,0
highway,19856,4,dry,39,82,0.89,medium,101.28,0
highway,24458,3,rainy,5,52,0.3,low,107.54,0
mountain,16172,4,cold,8,50,3.38,low,99.23,0
urban,16608,4,rainy,14,61,1.43,low,98.03,0
highway,12280,4,cold,31,43,3.57,low,94.86,1
urban,11935,2,rainy,19,58,2.91,medium,102.52,0
urban,25863,3,dry,39,78,1.54,medium,110.26,1
highway,12149,4,cold,25,46,3.28,medium,94.81,0
highway,15944,2,cold,39,59,1.89,low,107.88,0
mountain,16886,3,rainy,36,78,1.33,low,104.73,0
highway,13761,4,cold,8,83,3.51,low,97.04,0
mountain,10341,2,rainy,34,60,2.09,high,100.84,0
mountain,17143,3,rainy,38,50,1.49,medium,103.86,0
mountain,18129,2,rainy,37,56,0.57,low,112.46,0
urban,24464,2,rainy,22,67,3.2,low,118.59,0
urban,19154,3,rainy,15,52,1.0,low,103.27,0
highway,19226,2,dry,19,81,3.17,low,112.56,0
mountain,16805,3,dry,35,75,2.36,medium,104.53,0
mountain,15434,3,rainy,16,68,2.83,medium,102.82,0
highway,13650,3,dry,39,73,1.91,low,99.88,0
mountain,25018,3,dry,10,69,0.55,high,108.76,1
mountain,12744,2,rainy,19,81,2.14,low,106.46,0
urban,10587,4,dry,26,50,2.33,low,94.01,0
mountain,15656,4,cold,35,58,2.41,low,99.63,0
mountain,19758,3,rainy,31,47,3.3,medium,105.81,0
mountain,10445,4,rainy,31,65,0.34,high,94.59,0
highway,23130,3,rainy,14,49,2.92,high,104.44,1
highway,13963,3,cold,12,49,3.6,medium,98.78,0
mountain,17865,3,dry,5,62,1.01,low,104.44,0
mountain,21133,3,dry,38,45,3.91,medium,106.98,0
highway,17954,3,rainy,11,73,0.15,high,101.05,0
urban,21435,4,rainy,16,57,1.23,low,100.92,0
urban,13044,2,dry,30,65,1.54,low,104.36,0
mountain,17854,3,dry,20,51,3.31,low,104.22,0
mountain,23720,4,cold,10,67,2.06,medium,104.66,0
urban,15755,3,cold,8,79,0.79,medium,101.41,0
mountain,15050,3,rainy,23,71,0.68,low,102.73,0
mountain,23029,2,cold,30,46,1.41,medium,118.08,1
urban,18251,3,dry,14,70,2.5,high,101.22,0
mountain,14681,3,rainy,17,43,3.57,low,101.21,0
highway,19035,3,cold,10,57,1.05,low,103.29,0
mountain,15808,2,dry,28,80,1.23,medium,110.38,1
mountain,20462,3,cold,21,89,0.55,medium,107.93,0
highway,23364,2,rainy,22,79,0.95,medium,117.7,1
highway,16217,3,rainy,5,87,0.15,low,102.07,0
urban,21827,3,dry,25,59,3.46,low,105.92,0
highway,17454,4,rainy,39,52,1.83,medium,98.57,0
urban,24266,4,cold,30,75,3.38,medium,103.62,0
highway,10410,3,cold,23,86,0.53,low,97.46,0
urban,19032,3,dry,27,66,3.14,low,103.9,0
urban,18244,2,dry,24,87,0.69,medium,111.65,1
highway,11164,3,dry,28,79,3.9,medium,97.88,0
urban,21639,4,dry,12,69,1.45,low,101.46,0
urban,11503,2,rainy,14,45,0.54,low,101.39,0
highway,25101,4,rainy,20,72,1.13,medium,103.87,0
mountain,16677,3,rainy,31,70,3.47,low,104.16,0
highway,14718,2,rainy,9,61,1.79,low,105.97,0
highway,14971,3,dry,11,46,3.68,medium,99.48,0
mountain,18782,4,cold,36,44,1.57,high,99.04,0
urban,17722,2,dry,32,46,0.33,low,109.47,0
mountain,16124,4,dry,32,61,1.6,low,100.0,0
mountain,18973,2,dry,14,81,3.18,low,114.17,0
mountain,18588,2,rainy,11,53,0.36,medium,112.52,1
urban,25742,4,dry,26,88,3.43,low,105.0,0
urban,15995,3,rainy,32,55,1.69,low,101.01,0
mountain,13188,4,rainy,22,52,3.59,medium,97.65,0
mountain,15743,2,cold,26,60,2.96,low,109.47,1
mountain,13013,4,dry,33,59,2.32,low,97.99,0
urban,16641,3,rainy,21,67,3.87,high,99.86,1
urban,25838,3,dry,37,81,3.88,low,110.33,1
mountain,13166,2,dry,12,52,0.51,medium,105.72,0
highway,13576,2,rainy,34,53,1.69,low,104.6,0
mountain,21605,3,dry,15,58,1.55,medium,107.55,0
urban,23811,4,cold,21,54,1.84,medium,102.36,0
highway,11663,4,rainy,27,46,3.49,low,94.53,0
highway,21578,3,dry,11,42,0.71,high,102.83,0
mountain,23603,3,cold,31,80,3.64,medium,110.33,1
highway,13078,3,dry,12,77,2.71,high,97.16,1
highway,14338,4,dry,31,54,3.76,medium,96.59,0
mountain,22321,4,cold,33,82,0.51,medium,104.73,0
mountain,11557,3,rainy,25,67,3.2,low,99.69,0
highway,13369,2,cold,16,66,3.75,high,102.59,1
highway,25219,2,cold,9,74,1.95,low,119.62,0
mountain,25199,2,cold,25,56,0.27,high,119.11,1
mountain,11153,4,dry,31,70,2.42,low,97.24,0
urban,17036,3,cold,28,58,3.56,low,101.94,0
mountain,19777,4,dry,23,48,3.49,high,99.63,1
urban,22603,2,rainy,16,87,0.85,high,114.97,1
highway,13596,2,dry,10,62,3.25,medium,104.63,0
urban,11790,3,rainy,31,42,2.21,low,96.97,0
mountain,14717,3,cold,6,42,1.1,low,101.03,0
mountain,17263,2,dry,35,73,0.49,medium,112.02,1
urban,24182,4,rainy,19,55,2.61,low,102.6,0
mountain,14953,3,dry,16,44,3.08,medium,101.46,0
urban,10336,3,rainy,13,78,2.31,low,96.93,0
mountain,17214,4,rainy,23,74,0.36,medium,101.06,0
urban,14410,2,dry,19,48,3.43,low,105.22,0
urban,19167,4,rainy,36,78,1.83,medium,100.64,0
urban,24306,2,dry,27,74,1.93,medium,118.75,1
urban,15782,3,dry,33,80,1.59,low,101.85,0
urban,16080,4,dry,16,80,3.21,medium,98.49,0
highway,11823,4,cold,23,82,1.82,medium,96.01,0
highway,25203,2,cold,36,66,2.33,high,117.68,1
mountain,25363,4,cold,8,51,0.6,high,103.01,0
highway,22334,2,dry,26,64,2.76,medium,115.87,1
urban,14899,3,cold,18,87,0.72,low,101.17,0
urban,14272,4,rainy,35,51,3.46,medium,96.49,0
highway,12750,3,cold,10,50,1.85,high,95.78,0
mountain,24259,3,dry,6,84,2.92,medium,110.67,1
urban,24251,3,cold,20,54,2.17,low,107.67,0
highway,13942,2,dry,19,44,3.26,low,104.47,0
highway,23314,2,dry,24,86,0.48,high,115.94,1
highway,19895,4,rainy,26,82,2.97,medium,101.1,0
highway,17756,4,rainy,24,48,0.5,low,98.38,0
urban,14025,4,rainy,5,82,0.59,low,97.12,0
mountain,13645,4,cold,39,60,3.69,high,96.51,1
urban,18955,3,rainy,13,70,3.01,low,103.79,0
urban,18051,2,dry,29,60,3.29,low,110.4,0
urban,16606,2,cold,8,85,3.61,high,107.28,1
mountain,21125,2,dry,26,74,1.34,low,116.76,0
highway,24436,4,rainy,15,45,0.45,low,102.3,1
urban,23511,4,rainy,34,83,3.68,high,101.52,1
highway,15514,3,dry,27,41,2.13,medium,99.97,0
mountain,18807,3,dry,21,58,0.63,low,105.31,0
mountain,17225,4,dry,29,54,1.86,low,100.36,0
highway,15710,2,rainy,29,55,2.94,low,107.27,0
highway,14078,3,cold,22,68,0.73,medium,99.78,0
urban,24792,3,rainy,11,85,1.3,medium,109.22,1
urban,10234,3,dry,27,42,0.51,high,93.61,0
highway,15430,3,dry,24,84,0.57,low,101.58,0
mountain,20861,3,dry,32,40,1.72,high,104.46,0
urban,16990,2,rainy,20,88,2.16,low,110.06,0
highway,18254,4,cold,9,63,2.21,medium,99.06,0
highway,25996,2,rainy,37,69,3.21,low,120.81,0
mountain,11624,3,dry,18,50,3.87,low,98.96,0
highway,14038,2,dry,22,78,0.37,medium,106.0,0
urban,20304,2,dry,36,41,0.36,low,112.56,0
urban,23232,3,cold,29,83,0.48,medium,108.12,1
mountain,22753,3,cold,23,43,2.13,low,108.03,0
urban,18056,3,dry,38,67,3.87,high,101.3,1
highway,11108,3,cold,17,87,0.6,low,97.99,0
mountain,19149,4,cold,16,78,3.7,high,100.33,1
highway,22608,3,rainy,8,64,2.59,low,106.52,0
mountain,11252,2,cold,17,66,1.79,medium,103.96,0
urban,21871,2,dry,26,55,2.35,low,114.93,0
highway,20052,4,rainy,18,63,2.67,low,100.32,0
mountain,12592,3,rainy,19,58,0.85,high,98.1,0
highway,10561,4,cold,23,54,3.31,medium,94.11,0
urban,12306,2,dry,30,79,0.3,medium,103.99,0
highway,10303,3,cold,14,66,2.28,high,94.44,0
mountain,12428,3,dry,6,72,2.64,medium,100.33,0
urban,24591,2,rainy,6,81,3.13,low,119.07,0
highway,15634,2,cold,13,57,0.18,low,107.02,0
mountain,12822,3,rainy,38,42,3.26,low,99.94,0
highway,14540,3,cold,30,72,0.2,low,100.45,0
mountain,24583,2,cold,24,42,2.52,medium,119.77,1
mountain,19177,2,dry,39,55,2.61,medium,113.76,1
highway,11171,4,dry,9,58,2.25,high,92.44,0
highway,13201,3,rainy,33,50,0.22,low,98.5,0
mountain,21557,4,dry,13,45,0.5,medium,102.47,0
mountain,20193,2,cold,5,45,3.44,medium,114.12,1
urban,25101,2,rainy,15,45,2.64,low,118.4,0
mountain,16901,3,cold,26,62,2.72,medium,103.95,0
urban,15574,3,rainy,31,40,3.27,low,100.04,0
mountain,24200,2,cold,31,48,0.14,high,117.64,1
highway,10985,2,rainy,34,80,2.43,low,102.44,0
mountain,20120,4,dry,5,89,3.72,medium,103.21,0
highway,22469,4,dry,24,59,3.81,low,101.76,0
urban,13017,4,rainy,34,40,1.9,medium,95.25,0
highway,14798,4,dry,27,88,0.8,high,96.17,0
urban,20420,2,dry,17,73,2.8,low,113.7,1
mountain,20715,2,rainy,39,86,3.25,low,116.92,0
urban,24274,2,rainy,9,88,3.08,medium,119.0,1
mountain,14082,3,rainy,35,77,1.69,high,100.34,0
urban,16856,3,dry,31,60,2.68,medium,101.91,0
mountain,13478,2,cold,30,69,2.31,medium,107.06,0
urban,23432,2,dry,17,62,1.6,low,117.02,0
urban,19084,2,rainy,25,45,2.4,high,109.03,1
mountain,13866,4,cold,29,44,0.62,low,97.86,0
highway,12732,2,cold,25,88,3.78,high,102.81,1
mountain,11966,3,rainy,21,70,1.35,high,98.09,0
highway,18565,2,cold,16,43,0.81,low,110.17,0
highway,25935,4,dry,16,44,2.3,medium,103.21,0
mountain,25027,4,dry,22,50,0.81,low,104.97,0
urban,21651,2,dry,8,72,0.75,low,115.06,0
mountain,14498,2,rainy,30,55,2.16,high,105.77,0
mountain,18029,3,cold,8,58,1.08,low,104.46,0
mountain,19054,4,rainy,10,74,0.15,low,102.02,0
mountain,22798,4,cold,26,59,1.64,low,104.0,0
mountain,11103,2,dry,38,76,2.28,medium,104.49,0
mountain,21839,3,cold,18,81,0.14,high,106.71,0
mountain,16300,2,rainy,13,52,0.28,low,109.65,0
mountain,14157,2,rainy,20,78,3.13,low,108.12,0
urban,18631,4,cold,12,61,0.21,low,99.26,0
mountain,15406,3,cold,10,70,3.8,high,100.79,1
highway,18432,3,rainy,37,45,1.96,low,102.72,0
highway,21957,3,cold,21,86,0.33,high,105.05,0
urban,20964,4,rainy,8,80,1.51,low,101.42,1
urban,21447,2,rainy,27,68,0.72,high,112.93,1
highway,20408,4,dry,6,40,1.82,low,99.44,0
highway,24287,2,dry,29,56,1.15,low,118.03,0
highway,21840,4,dry,25,77,2.41,medium,102.1,0
mountain,16204,2,cold,7,74,2.37,low,110.32,0
mountain,25462,3,cold,23,63,2.65,high,109.08,1
urban,11380,3,dry,10,48,1.41,low,96.55,0
urban,24445,4,rainy,22,58,1.31,medium,102.93,0
highway,21477,2,dry,22,79,3.77,low,115.34,0
mountain,21671,4,cold,23,57,1.67,medium,103.17,0
urban,14520,3,rainy,36,52,1.25,medium,99.72,0
urban,19925,4,dry,31,41,3.95,high,97.56,1
mountain,11710,4,rainy,23,42,0.84,high,94.34,0
highway,12930,2,dry,14,89,1.01,medium,104.93,0
highway,17028,3,dry,29,88,0.33,low,103.14,0
highway,18226,3,cold,39,84,1.42,low,104.13,0
mountain,13206,2,cold,34,56,0.14,low,106.26,0
mountain,23477,3,cold,27,51,3.09,high,107.01,1
urban,18452,4,dry,19,79,3.3,medium,99.98,0
mountain,11748,3,dry,24,80,1.45,low,100.35,1
highway,14072,3,dry,17,75,0.47,medium,99.98,0
highway,11025,2,rainy,22,88,1.94,medium,102.63,0
highway,15538,4,rainy,24,80,0.2,low,98.27,0
highway,16572,4,rainy,12,44,0.62,low,97.3,1
mountain,24304,2,rainy,38,46,3.13,medium,119.79,1
urban,12583,4,rainy,32,47,0.43,low,95.22,0
highway,25759,2,cold,27,88,1.79,low,121.12,0
highway,25194,3,cold,10,76,1.7,low,109.19,0
mountain,17950,4,cold,14,83,0.88,low,101.75,0
mountain,23034,2,cold,38,55,2.43,high,116.56,1
urban,11168,3,rainy,26,86,1.05,low,98.14,1
mountain,24414,2,cold,13,67,3.26,low,120.39,0
highway,18268,3,rainy,19,58,0.95,medium,102.83,0
urban,22781,3,dry,36,79,3.32,low,107.68,0
mountain,18002,4,rainy,12,74,1.04,low,101.39,0
highway,13292,3,cold,22,79,2.65,low,99.57,0
urban,24191,4,rainy,9,78,1.53,medium,103.37,0
urban,14756,3,rainy,9,73,0.55,low,100.35,0
urban,21915,2,cold,8,83,1.23,low,115.83,0
highway,21926,2,dry,25,42,1.12,low,114.46,0
urban,21606,4,cold,26,74,0.29,medium,101.85,0
mountain,18094,2,dry,32,70,1.67,low,112.9,0
mountain,25333,2,cold,18,84,2.22,low,122.3,0
mountain,11512,4,dry,19,54,2.99,low,96.64,0
mountain,12305,4,rainy,19,88,2.47,low,98.5,0
highway,16904,3,rainy,31,59,1.78,high,99.91,0
urban,25791,4,rainy,8,78,3.08,high,102.36,1
urban,16067,4,rainy,20,43,0.18,medium,97.06,0
mountain,20260,2,cold,10,41,3.7,high,112.12,1
highway,16919,4,rainy,11,88,1.83,high,97.26,0
mountain,24293,4,rainy,28,89,2.31,medium,106.16,0
mountain,19085,3,rainy,37,82,1.98,low,106.74,0
highway,25164,3,cold,38,84,0.28,low,109.9,0
urban,11478,2,dry,10,81,1.26,low,102.74,0
urban,24627,4,dry,10,83,2.26,high,101.86,0
mountain,18231,2,cold,35,54,3.01,medium,112.47,1
mountain,23289,4,dry,11,49,2.72,low,103.68,0
highway,11371,4,dry,20,84,2.64,low,95.77,0
highway,18595,2,dry,9,42,0.37,low,110.06,0
highway,18568,3,rainy,32,44,2.12,medium,102.71,0
highway,23562,3,rainy,14,46,3.18,low,106.68,0
urban,24898,2,dry,6,61,0.82,medium,118.65,1
mountain,24932,2,rainy,38,80,0.2,high,119.93,1
urban,19495,2,rainy,7,51,1.65,medium,111.51,1
urban,23278,2,rainy,31,80,2.55,low,117.76,0
highway,15088,3,dry,15,71,1.68,medium,100.64,0
mountain,12549,2,dry,30,55,0.76,medium,105.34,0
urban,25821,3,dry,16,87,3.83,medium,110.24,1
highway,21026,2,dry,36,86,1.46,high,113.26,1
highway,12652,3,dry,20,49,2.43,medium,97.8,0
urban,23284,4,rainy,38,64,2.28,medium,102.68,0
urban,15833,4,rainy,31,89,3.07,low,98.92,0
urban,23600,3,rainy,11,60,2.2,high,105.23,1
highway,13972,3,rainy,28,63,1.64,low,99.58,0
urban,14539,3,dry,11,67,1.86,medium,99.96,0
urban,16586,4,cold,39,49,1.68,medium,97.91,0
urban,12262,2,rainy,37,53,3.35,medium,103.0,0
urban,11014,3,cold,9,75,1.61,medium,97.31,0
highway,17726,2,dry,20,88,1.43,medium,110.98,1
highway,18291,2,rainy,25,72,3.94,low,111.12,0
mountain,14683,2,rainy,16,57,1.07,medium,107.87,0
highway,10165,4,dry,16,85,0.68,medium,94.99,0
highway,23537,3,cold,23,84,3.13,low,108.32,0
highway,18028,4,dry,28,79,0.2,high,97.85,0
urban,23437,3,rainy,12,76,3.86,low,107.75,0
highway,11265,4,cold,36,77,3.92,low,95.66,0
urban,22633,2,dry,27,81,1.57,high,114.94,1
highway,23103,3,cold,9,54,0.68,high,104.55,1
mountain,10479,2,dry,39,49,1.58,medium,102.64,0
urban,17412,3,rainy,5,63,0.12,medium,102.1,0
mountain,23767,3,dry,28,57,3.09,medium,109.51,1
urban,16910,3,cold,31,49,3.39,low,101.52,0
urban,19760,2,dry,23,86,2.57,medium,113.48,1
highway,19895,4,cold,30,88,1.87,low,101.4,0
highway,14929,4,rainy,37,62,2.27,low,97.37,0
highway,10990,4,cold,28,71,1.12,low,95.13,0
urban,16478,4,dry,15,75,1.12,medium,98.52,0
highway,21011,2,cold,25,49,0.42,medium,113.6,1
highway,17289,4,cold,37,65,3.82,low,98.96,0
urban,14289,4,rainy,37,63,1.54,low,97.01,0
urban,14519,3,cold,13,64,0.48,medium,99.85,0
urban,11984,2,rainy,13,47,2.86,low,102.06,0
urban,25491,4,cold,23,83,3.74,high,102.6,1
mountain,12346,3,rainy,38,67,0.5,high,98.54,0
highway,15882,3,dry,35,85,1.53,medium,102.16,0
mountain,12701,2,cold,25,51,3.6,low,105.29,0
highway,10550,2,cold,10,72,3.8,medium,101.22,0
highway,11343,3,dry,19,54,0.78,low,96.9,0
urban,22832,4,cold,20,69,1.41,high,100.33,0
mountain,13802,3,cold,29,51,2.7,low,100.98,0
highway,20476,4,rainy,24,63,1.95,low,100.68,0
highway,10489,4,cold,20,71,2.7,low,94.7,0
highway,21140,4,dry,17,53,3.85,low,100.59,0
mountain,17810,2,dry,11,66,0.15,medium,112.07,1
highway,20661,3,cold,6,81,0.44,high,103.55,0
mountain,17841,2,dry,17,89,1.0,medium,113.12,1
highway,18429,3,rainy,22,53,0.76,high,100.81,0
highway,24055,2,cold,5,66,1.72,medium,117.78,1
highway,15534,2,rainy,10,88,1.75,high,106.09,1
highway,22081,3,cold,14,62,3.39,high,104.09,1
urban,11269,4,rainy,26,86,1.75,high,93.87,0
highway,24426,2,rainy,11,69,3.88,medium,118.46,1
mountain,12014,4,rainy,5,81,3.62,high,95.82,1
mountain,24763,3,cold,35,69,0.64,medium,110.92,1
mountain,10247,2,dry,16,46,1.79,low,101.89,0
urban,24092,2,cold,28,80,1.79,low,118.74,0
mountain,18754,2,cold,36,73,1.06,medium,113.9,1
mountain,22117,2,rainy,17,59,3.47,low,117.26,0
highway,21715,2,rainy,34,72,0.55,low,115.53,0
highway,22340,2,rainy,37,65,1.08,low,116.08,0
highway,18053,2,dry,37,53,3.28,low,110.24,0
highway,20057,2,cold,29,81,3.77,medium,113.75,1
mountain,21842,3,cold,14,45,2.31,medium,107.21,0
urban,13648,2,cold,21,57,1.83,high,102.66,0
highway,19243,3,cold,24,76,2.63,low,104.44,0
urban,22064,4,cold,12,86,3.61,medium,102.41,0
mountain,13681,3,cold,28,50,2.99,medium,100.82,0
mountain,25702,4,rainy,30,81,3.09,low,106.75,0
mountain,12653,2,rainy,10,56,2.73,high,103.21,1
highway,17474,3,cold,14,53,2.09,low,101.89,0
mountain,13083,2,cold,28,43,3.48,low,105.49,0
mountain,19696,4,dry,31,69,2.89,low,102.54,0
highway,18025,2,dry,27,76,1.6,low,110.98,0
highway,24005,3,dry,27,59,2.77,low,107.77,0
mountain,11627,3,dry,39,70,0.97,medium,100.07,0
urban,15570,2,cold,19,56,2.25,high,104.99,1
mountain,12201,4,dry,21,78,3.94,low,98.06,0
mountain,18992,3,cold,18,85,2.14,low,106.5,0
mountain,21586,3,cold,29,82,2.47,medium,108.7,0
urban,17002,2,dry,32,83,0.32,medium,110.05,1
urban,24885,2,cold,9,61,3.46,low,118.68,0
mountain,11702,3,rainy,24,59,2.63,high,97.47,1
highway,18537,4,dry,16,73,0.89,low,99.75,0
urban,15975,4,rainy,13,83,2.9,medium,98.5,0
highway,17114,2,dry,22,77,2.03,low,109.8,1
highway,17280,3,dry,13,82,3.24,low,102.88,0
mountain,16376,3,dry,11,69,1.28,high,101.57,0
mountain,21733,2,cold,9,48,0.52,low,116.22,0
urban,11004,2,dry,38,86,1.53,low,102.76,0
urban,17902,4,dry,15,68,3.54,low,99.13,0
mountain,23562,3,dry,30,87,2.08,high,108.57,1
mountain,25964,3,dry,39,78,2.21,low,112.34,0
mountain,15583,3,cold,38,49,1.49,low,102.52,0
highway,19055,2,rainy,18,84,0.73,medium,112.45,1
urban,16994,2,rainy,22,86,0.99,medium,110.01,1
urban,16007,2,cold,17,89,3.61,medium,108.82,1
mountain,20882,3,cold,22,87,1.43,medium,108.21,0
highway,17133,4,dry,14,61,1.63,medium,98.36,0
urban,19337,2,cold,31,69,3.62,low,112.4,0
mountain,24150,3,dry,29,55,2.42,medium,109.76,1
urban,18882,3,rainy,5,41,1.37,medium,102.45,0
mountain,15628,2,cold,28,77,0.29,low,110.04,0
highway,23281,4,rainy,36,71,2.48,medium,102.93,0
mountain,22671,3,dry,11,87,2.25,low,109.54,0
urban,23839,2,rainy,32,80,0.9,medium,118.48,0
urban,17696,2,rainy,27,72,1.04,medium,110.4,1
mountain,12203,2,rainy,38,85,1.17,medium,106.22,0
urban,23702,4,rainy,20,67,2.35,low,102.79,0
urban,11534,4,dry,38,55,0.64,low,94.98,0
urban,18434,3,rainy,22,76,3.46,high,101.73,1
urban,22413,4,dry,30,63,0.41,low,101.98,0
highway,12494,3,cold,36,64,3.14,high,96.51,1
mountain,24810,4,cold,31,59,2.27,low,105.33,0
mountain,23519,2,rainy,33,63,1.88,medium,119.41,1
urban,11806,3,cold,15,53,3.41,low,97.18,0
urban,21608,2,dry,18,77,2.4,low,115.36,0
mountain,16066,4,rainy,39,80,2.56,medium,100.83,0
urban,21825,3,dry,32,40,2.8,high,103.27,1
mountain,19896,4,rainy,7,47,2.48,low,101.42,0
mountain,25452,4,rainy,9,83,3.84,low,106.36,0
urban,23323,3,cold,15,53,0.7,low,106.78,0
mountain,21833,4,rainy,19,62,3.41,low,103.41,0
mountain,11209,3,rainy,6,66,1.65,low,99.07,0
urban,16965,4,dry,22,58,0.35,medium,98.25,0
urban,25974,2,cold,23,62,2.07,medium,120.29,1
mountain,20855,3,rainy,31,87,1.73,medium,108.32,0
mountain,17693,4,rainy,5,61,0.45,low,100.57,0
highway,25013,2,rainy,32,81,0.28,high,117.99,1
highway,12616,2,cold,27,81,0.74,low,104.42,0
mountain,11865,3,cold,5,86,2.87,medium,100.4,0
highway,13049,2,cold,17,60,1.44,low,103.97,0
urban,19004,3,dry,25,65,0.69,medium,103.81,0
mountain,24994,2,cold,13,76,3.51,high,119.48,1
mountain,18677,2,dry,18,43,1.29,medium,112.34,1
mountain,20404,4,cold,8,57,2.91,low,102.15,0
highway,13357,3,rainy,14,67,3.5,low,99.02,0
highway,11956,2,dry,30,72,1.28,high,101.28,0
highway,12276,4,rainy,15,69,3.13,low,95.66,0
highway,18576,3,dry,33,57,1.59,low,103.26,0
mountain,18985,3,dry,27,46,0.41,high,103.07,0
highway,22500,3,rainy,29,40,2.23,medium,105.78,0
urban,23939,4,cold,5,65,3.36,high,100.64,1
urban,19196,4,rainy,18,70,1.52,low,100.07,0
urban,17945,4,rainy,33,87,3.24,low,100.19,0
highway,18121,3,rainy,35,60,3.48,low,103.03,0
mountain,25654,4,dry,17,84,1.49,low,106.65,0
urban,19335,3,cold,11,70,1.38,high,102.08,0
highway,10900,2,cold,15,76,2.6,medium,101.89,0
mountain,11570,3,rainy,8,62,1.67,high,97.24,0
highway,15672,4,rainy,25,63,0.25,medium,97.69,0
urban,16710,4,dry,39,62,3.07,low,98.51,0
urban,24921,3,rainy,10,53,3.8,medium,108.04,1
mountain,14224,3,rainy,8,61,1.16,low,101.41,0
urban,25772,3,dry,8,53,3.71,medium,108.72,1
urban,14413,2,rainy,24,72,3.1,low,106.26,0
mountain,20411,2,rainy,34,67,3.8,low,115.7,0
urban,10842,3,rainy,35,44,2.76,low,96.32,0
mountain,20380,2,dry,11,69,1.29,medium,115.4,1
highway,15515,3,dry,10,86,1.34,low,101.52,1
highway,17062,2,cold,23,40,2.61,low,108.27,0
urban,16007,3,rainy,39,76,2.69,high,99.96,1
urban,24432,3,rainy,13,45,1.48,low,107.35,0
urban,16748,3,cold,22,66,2.32,low,101.93,0
highway,23144,4,rainy,5,65,3.97,low,102.14,0
mountain,23766,3,rainy,32,75,2.45,low,110.29,0
highway,21903,4,cold,35,81,0.65,medium,102.45,0
urban,14648,3,cold,37,87,3.16,medium,101.24,0
mountain,21103,4,dry,39,85,3.62,medium,104.17,0
mountain,15572,4,rainy,10,57,3.1,low,99.16,0
mountain,11678,4,rainy,6,85,1.12,low,97.79,0
mountain,10939,3,dry,33,46,0.97,medium,98.45,0
mountain,10710,2,rainy,6,44,1.8,medium,102.24,0
highway,11899,3,dry,13,82,1.12,high,96.39,0
mountain,20113,4,cold,23,67,1.22,high,100.6,0
highway,10155,3,rainy,35,67,2.16,medium,96.67,0
highway,17879,4,dry,23,68,1.16,low,99.24,0
highway,12549,4,dry,39,67,1.34,high,94.11,0
mountain,17660,4,dry,34,64,3.88,medium,101.11,0
mountain,10105,4,rainy,11,81,0.7,low,96.72,0
urban,16428,4,rainy,39,84,1.69,high,97.21,0
mountain,17974,4,dry,18,40,3.49,high,98.1,1
highway,21887,3,cold,32,84,1.61,medium,107.08,0
mountain,15565,4,cold,30,63,3.42,high,97.7,1
highway,20656,2,cold,7,81,0.62,low,114.16,0
urban,12351,4,rainy,7,56,2.82,low,95.06,0
mountain,11317,3,rainy,14,82,1.79,low,99.92,0
urban,19408,3,cold,22,82,2.98,low,104.78,0
highway,18551,3,rainy,5,71,2.88,high,101.37,1
urban,21956,4,rainy,12,62,1.15,high,99.38,0
highway,13849,2,rainy,13,65,2.82,low,105.11,0
mountain,21500,3,cold,18,48,1.84,medium,107.11,0
mountain,22999,2,rainy,19,80,2.06,medium,119.23,1
highway,16711,3,dry,19,57,3.69,low,101.49,0
highway,19260,4,dry,5,84,3.57,low,100.47,0
urban,25861,3,dry,21,41,0.56,high,106.51,1
urban,25031,4,rainy,18,71,2.45,medium,103.75,0
